2.000000000000000000e+00 2.041241973638534546e-01
3.000000000000000000e+00 1.611544042825698853e-01
4.000000000000000000e+00 1.935422867536544800e-01
5.000000000000000000e+00 1.956936269998550415e-01
6.000000000000000000e+00 2.076314836740493774e-01
7.000000000000000000e+00 2.027151584625244141e-01
8.000000000000000000e+00 2.008267492055892944e-01
9.000000000000000000e+00 1.925590485334396362e-01
1.000000000000000000e+01 1.842453628778457642e-01
1.100000000000000000e+01 1.630556434392929077e-01
1.200000000000000000e+01 1.528439670801162720e-01
1.300000000000000000e+01 1.267928034067153931e-01
1.400000000000000000e+01 1.041403934359550476e-01
1.500000000000000000e+01 7.692345976829528809e-02
1.600000000000000000e+01 2.394866384565830231e-02
