2.000000000000000000e+00 1.820336133241653442e-01
3.000000000000000000e+00 1.464712768793106079e-01
4.000000000000000000e+00 1.665713340044021606e-01
5.000000000000000000e+00 1.673692613840103149e-01
6.000000000000000000e+00 1.653401702642440796e-01
7.000000000000000000e+00 1.465336382389068604e-01
8.000000000000000000e+00 1.101923137903213501e-01
9.000000000000000000e+00 7.741799950599670410e-02
1.000000000000000000e+01 6.812074780464172363e-02
1.100000000000000000e+01 6.796848773956298828e-02
1.200000000000000000e+01 1.019450053572654724e-01
1.300000000000000000e+01 1.014238074421882629e-01
1.400000000000000000e+01 1.030062213540077209e-01
1.500000000000000000e+01 8.603255450725555420e-02
1.600000000000000000e+01 7.679858803749084473e-02
1.700000000000000000e+01 5.509450286626815796e-02
1.800000000000000000e+01 2.054983936250209808e-02
