2.000000000000000000e+00 2.036605030298233032e-01
3.000000000000000000e+00 1.624305844306945801e-01
4.000000000000000000e+00 1.876174807548522949e-01
5.000000000000000000e+00 1.899383962154388428e-01
6.000000000000000000e+00 1.835747212171554565e-01
7.000000000000000000e+00 1.590051352977752686e-01
8.000000000000000000e+00 1.117425411939620972e-01
9.000000000000000000e+00 7.629030197858810425e-02
1.000000000000000000e+01 8.035673946142196655e-02
1.100000000000000000e+01 8.193707466125488281e-02
1.200000000000000000e+01 1.222278550267219543e-01
1.300000000000000000e+01 1.169744208455085754e-01
1.400000000000000000e+01 1.156740412116050720e-01
1.500000000000000000e+01 9.422361105680465698e-02
1.600000000000000000e+01 8.641019463539123535e-02
1.700000000000000000e+01 6.332517415285110474e-02
1.800000000000000000e+01 1.822669617831707001e-02
