2.000000000000000000e+00 2.071325480937957764e-01
3.000000000000000000e+00 1.659607887268066406e-01
4.000000000000000000e+00 1.992461234331130981e-01
5.000000000000000000e+00 2.018298953771591187e-01
6.000000000000000000e+00 2.130912542343139648e-01
7.000000000000000000e+00 2.071504443883895874e-01
8.000000000000000000e+00 2.071899473667144775e-01
9.000000000000000000e+00 1.926995813846588135e-01
1.000000000000000000e+01 1.853358298540115356e-01
1.100000000000000000e+01 1.657564342021942139e-01
1.200000000000000000e+01 1.522082537412643433e-01
1.300000000000000000e+01 1.284681409597396851e-01
1.400000000000000000e+01 1.130266264081001282e-01
1.500000000000000000e+01 7.945107668638229370e-02
1.600000000000000000e+01 2.656031586229801178e-02
