2.000000000000000000e+00 2.031982392072677612e-01
3.000000000000000000e+00 1.597218811511993408e-01
4.000000000000000000e+00 1.916340291500091553e-01
5.000000000000000000e+00 1.935420483350753784e-01
6.000000000000000000e+00 2.051020562648773193e-01
7.000000000000000000e+00 1.999603211879730225e-01
8.000000000000000000e+00 1.984486132860183716e-01
9.000000000000000000e+00 1.903364062309265137e-01
1.000000000000000000e+01 1.827400624752044678e-01
1.100000000000000000e+01 1.613323688507080078e-01
1.200000000000000000e+01 1.512435525655746460e-01
1.300000000000000000e+01 1.246735826134681702e-01
1.400000000000000000e+01 1.022178232669830322e-01
1.500000000000000000e+01 7.584225386381149292e-02
1.600000000000000000e+01 2.352851070463657379e-02
