2.000000000000000000e+00 8.547705411911010742e-02
3.000000000000000000e+00 1.879458427429199219e-01
4.000000000000000000e+00 1.846106648445129395e-01
5.000000000000000000e+00 1.965729147195816040e-01
6.000000000000000000e+00 1.803561151027679443e-01
7.000000000000000000e+00 1.705137491226196289e-01
8.000000000000000000e+00 1.026175096631050110e-01
9.000000000000000000e+00 7.064617425203323364e-02
1.000000000000000000e+01 4.948841035366058350e-02
1.100000000000000000e+01 8.018308877944946289e-02
1.200000000000000000e+01 1.215659305453300476e-01
1.300000000000000000e+01 1.241378337144851685e-01
1.400000000000000000e+01 1.269221603870391846e-01
1.500000000000000000e+01 1.128791868686676025e-01
1.600000000000000000e+01 1.001268848776817322e-01
1.700000000000000000e+01 7.373383641242980957e-02
1.800000000000000000e+01 2.611549384891986847e-02
