2.000000000000000000e+00 8.541158586740493774e-02
3.000000000000000000e+00 1.877450197935104370e-01
4.000000000000000000e+00 1.858409792184829712e-01
5.000000000000000000e+00 1.969578266143798828e-01
6.000000000000000000e+00 1.775168180465698242e-01
7.000000000000000000e+00 1.700068861246109009e-01
8.000000000000000000e+00 1.009057536721229553e-01
9.000000000000000000e+00 6.075065955519676208e-02
1.000000000000000000e+01 5.306844785809516907e-02
1.100000000000000000e+01 7.928004860877990723e-02
1.200000000000000000e+01 1.204158961772918701e-01
1.300000000000000000e+01 1.249275282025337219e-01
1.400000000000000000e+01 1.271107196807861328e-01
1.500000000000000000e+01 1.133858263492584229e-01
1.600000000000000000e+01 1.010385751724243164e-01
1.700000000000000000e+01 7.525204122066497803e-02
1.800000000000000000e+01 2.538868412375450134e-02
