2.000000000000000000e+00 2.150425761938095093e-01
3.000000000000000000e+00 1.734585613012313843e-01
4.000000000000000000e+00 2.049362808465957642e-01
5.000000000000000000e+00 2.108079791069030762e-01
6.000000000000000000e+00 2.235176116228103638e-01
7.000000000000000000e+00 2.187703549861907959e-01
8.000000000000000000e+00 2.190624773502349854e-01
9.000000000000000000e+00 2.106446623802185059e-01
1.000000000000000000e+01 2.016831040382385254e-01
1.100000000000000000e+01 1.777676641941070557e-01
1.200000000000000000e+01 1.650233566761016846e-01
1.300000000000000000e+01 1.391096562147140503e-01
1.400000000000000000e+01 1.128722429275512695e-01
1.500000000000000000e+01 8.287212997674942017e-02
1.600000000000000000e+01 2.710922434926033020e-02
