2.000000000000000000e+00 1.985309123992919922e-01
3.000000000000000000e+00 1.581782996654510498e-01
4.000000000000000000e+00 1.831219047307968140e-01
5.000000000000000000e+00 1.866766810417175293e-01
6.000000000000000000e+00 1.791281551122665405e-01
7.000000000000000000e+00 1.566918045282363892e-01
8.000000000000000000e+00 1.147661507129669189e-01
9.000000000000000000e+00 8.046961575746536255e-02
1.000000000000000000e+01 7.608295977115631104e-02
1.100000000000000000e+01 7.324127852916717529e-02
1.200000000000000000e+01 1.097094267606735229e-01
1.300000000000000000e+01 1.059120222926139832e-01
1.400000000000000000e+01 1.067285835742950439e-01
1.500000000000000000e+01 8.972974121570587158e-02
1.600000000000000000e+01 8.586186170578002930e-02
1.700000000000000000e+01 6.103550270199775696e-02
1.800000000000000000e+01 1.975035481154918671e-02
