2.000000000000000000e+00 9.207534790039062500e-02
3.000000000000000000e+00 2.008072286844253540e-01
4.000000000000000000e+00 1.971959024667739868e-01
5.000000000000000000e+00 2.143561393022537231e-01
6.000000000000000000e+00 2.011289149522781372e-01
7.000000000000000000e+00 1.888821721076965332e-01
8.000000000000000000e+00 1.079699099063873291e-01
9.000000000000000000e+00 7.005735486745834351e-02
1.000000000000000000e+01 6.037884950637817383e-02
1.100000000000000000e+01 9.101805090904235840e-02
1.200000000000000000e+01 1.335109025239944458e-01
1.300000000000000000e+01 1.407947391271591187e-01
1.400000000000000000e+01 1.417394131422042847e-01
1.500000000000000000e+01 1.245984062552452087e-01
1.600000000000000000e+01 1.119732856750488281e-01
1.700000000000000000e+01 8.119583874940872192e-02
1.800000000000000000e+01 2.894682437181472778e-02
