2.000000000000000000e+00 2.208944559097290039e-01
3.000000000000000000e+00 1.808816492557525635e-01
4.000000000000000000e+00 2.158477306365966797e-01
5.000000000000000000e+00 2.255555093288421631e-01
6.000000000000000000e+00 2.357116490602493286e-01
7.000000000000000000e+00 2.305127084255218506e-01
8.000000000000000000e+00 2.322461605072021484e-01
9.000000000000000000e+00 2.217484265565872192e-01
1.000000000000000000e+01 2.116997092962265015e-01
1.100000000000000000e+01 1.880180984735488892e-01
1.200000000000000000e+01 1.796331852674484253e-01
1.300000000000000000e+01 1.506272107362747192e-01
1.400000000000000000e+01 1.331220716238021851e-01
1.500000000000000000e+01 9.344418346881866455e-02
1.600000000000000000e+01 3.066875040531158447e-02
